date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Sun Jun 23 2019 22:26:43 GMT+0530 (India Standard Time), Bid Manager,Noida,Current Employee ,IBM Quote to Cash department review,,0,,,,3.0,4.0,3.0,4.0,4.0,1.0
Mon Jun 24 2019 00:05:51 GMT+0530 (India Standard Time), QA Automation Engineer,Pune,Current Employee ,QA,,0,,,,3.0,5.0,5.0,4.0,1.0,1.0
Mon Jun 24 2019 03:02:24 GMT+0530 (India Standard Time),,,Former Employee ,Sme,,0,,,,3.0,4.0,4.0,4.0,2.0,4.0
Mon Jun 24 2019 09:16:05 GMT+0530 (India Standard Time),,,Current Employee ,Linux System Administrator,,0,,,,3.0,3.0,2.0,3.0,3.0,2.0
Sat Jun 08 2019 19:30:01 GMT+0530 (India Standard Time), Software Developer,Bangalore,Current Employee ,Work experience,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sat Jun 08 2019 20:39:22 GMT+0530 (India Standard Time),,,Former Employee ,Technical specialists,,0,,,,4.0,4.0,3.0,3.0,3.0,
Sun Jun 09 2019 03:04:13 GMT+0530 (India Standard Time),,Noida,Current Employee ,See Pros and Cons,,0,,,,4.0,5.0,4.0,4.0,4.0,5.0
Sun Jun 09 2019 05:07:32 GMT+0530 (India Standard Time), Technical Service Specialist,Pune,Current Employee ,Good working culture at ibm,,0,,,,4.0,3.0,3.0,4.0,3.0,3.0
Sun Jun 09 2019 08:18:50 GMT+0530 (India Standard Time),,,Former Employee ,IBM as a Company,,0,,,,4.0,4.0,3.0,3.0,3.0,4.0
Sun Jun 23 2019 05:17:44 GMT+0530 (India Standard Time),,,Current Employee ,Security Specialist,,0,,,,3.0,4.0,4.0,3.0,3.0,3.0
Fri Jun 07 2019 11:37:48 GMT+0530 (India Standard Time), Senior Software Engineer,,Current Employee ,Best company for working mothers,,0,,,,5.0,5.0,5.0,5.0,2.0,5.0
Fri Jun 07 2019 23:19:22 GMT+0530 (India Standard Time), Applications Developer,Calcutta,Current Employee ,Company,,0,,,,4.0,4.0,4.0,4.0,4.0,3.0
Sat Jun 08 2019 05:33:30 GMT+0530 (India Standard Time),,,Current Employee ,SOP,,0,,,,4.0,4.0,4.0,4.0,4.0,3.0
Thu Jun 06 2019 23:49:03 GMT+0530 (India Standard Time), Risk and Compliance Specialist,Pune,Former Employee ,Quite good experience,,0,,,,5.0,5.0,5.0,5.0,4.0,5.0
Fri Jun 07 2019 02:19:11 GMT+0530 (India Standard Time),,,Former Employee ,Chill firm to work with,,0,,,,5.0,,,,,
Fri Jun 07 2019 03:47:19 GMT+0530 (India Standard Time),,,Current Employee ,application developer,,0,,,,5.0,,,,,
Fri Jun 07 2019 04:03:36 GMT+0530 (India Standard Time),,,Current Employee ,Good company,,0,,,,5.0,5.0,5.0,5.0,4.0,4.0
Thu Jun 06 2019 20:18:40 GMT+0530 (India Standard Time), Integration Developer,Pune,Current Employee ,Environment,,0,,,,4.0,5.0,5.0,3.0,3.0,3.0
Fri Jun 07 2019 04:04:31 GMT+0530 (India Standard Time),,,Current Employee ,Awesome,,0,,,,4.0,4.0,4.0,4.0,4.0,4.0
Fri Jun 07 2019 05:58:54 GMT+0530 (India Standard Time), Business Analyst,Pune,Current Employee ,"Good learning opportunity, flexible, manager oriented",,0,,,,4.0,5.0,5.0,5.0,2.0,3.0
Fri Jun 21 2019 00:30:44 GMT+0530 (India Standard Time),,,Current Employee ,Consultant,,0,,,,3.0,,,,,
Fri Jun 21 2019 03:19:32 GMT+0530 (India Standard Time),,,Current Employee ,Test lead,,0,,,,3.0,4.0,4.0,2.0,2.0,4.0
Wed Jun 05 2019 10:21:28 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Senior Reporting Analyst,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Jun 05 2019 19:20:00 GMT+0530 (India Standard Time), Practice Manager,Bangalore,Current Employee ,Good work place,,0,,,,5.0,1.0,5.0,5.0,5.0,5.0
Thu Jun 06 2019 02:04:52 GMT+0530 (India Standard Time),,,Current Employee ,Founder,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Jun 06 2019 02:30:57 GMT+0530 (India Standard Time), Graduate Student,,Current Employee ,International Business machine,,0,,,,5.0,,,,,
Fri Jun 21 2019 03:07:00 GMT+0530 (India Standard Time),,,Former Employee ,Good Brand value,,0,,,,2.0,3.0,1.0,3.0,2.0,1.0
Thu Jun 06 2019 02:30:57 GMT+0530 (India Standard Time), Graduate Student,,Current Employee ,International Business machine,,0,,,,5.0,,,,,
Fri Jun 21 2019 03:07:00 GMT+0530 (India Standard Time),,,Former Employee ,Good Brand value,,0,,,,2.0,3.0,1.0,3.0,2.0,1.0
Fri Jun 21 2019 08:08:29 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,An average company with good work life balance,,0,,,,2.0,5.0,4.0,2.0,1.0,3.0
Wed Jun 05 2019 12:16:59 GMT+0530 (India Standard Time), Applications Developer,Hyderābād,Current Employee ,"Work life balance, low salary growth",,0,,,,4.0,4.0,4.0,4.0,1.0,3.0
Thu Jun 06 2019 02:50:17 GMT+0530 (India Standard Time),,,Current Employee ,Good for work and life balance and growth,,0,,,,4.0,,,,,
Wed Jun 19 2019 13:18:10 GMT+0530 (India Standard Time),,,Current Employee ,nice work culture,,0,,,,3.0,3.0,3.0,4.0,3.0,3.0
Thu Jun 20 2019 04:48:51 GMT+0530 (India Standard Time), Systems Analyst,"Gurgaon, Haryana",Current Employee ,Good work-life balance,,0,,,,3.0,5.0,3.0,3.0,2.0,2.0
Thu Jun 20 2019 05:23:47 GMT+0530 (India Standard Time), IT Service Delivery Manager,"Gurgaon, Haryana",Current Employee ,Service Delivery Manager- Global Support,,0,,,,3.0,3.0,4.0,3.0,3.0,3.0
Thu Jun 20 2019 07:28:29 GMT+0530 (India Standard Time),,,Current Employee ,Review,,0,,,,3.0,3.0,3.0,3.0,2.0,2.0
Thu Jun 20 2019 09:24:49 GMT+0530 (India Standard Time),,,Current Employee ,if only wants to relax then only go for this company,,0,,,,3.0,,,,,
Sun Jun 02 2019 17:23:56 GMT+0530 (India Standard Time), Senior Technical Architect,Calcutta,Current Employee ,Good Place to Work,,0,,,,4.0,5.0,5.0,4.0,1.0,2.0
Thu Jun 20 2019 04:02:57 GMT+0530 (India Standard Time), Senior Software Test Engineer,,Current Employee ,Average,,0,,,,2.0,3.0,3.0,3.0,1.0,2.0
Tue Jun 04 2019 19:40:31 GMT+0530 (India Standard Time),,,Current Employee ,Performance test lead,,0,,,,4.0,5.0,4.0,5.0,3.0,4.0
Wed Jun 05 2019 00:35:36 GMT+0530 (India Standard Time),,,Current Employee ,Sap,,0,,,,4.0,4.0,4.0,4.0,3.0,3.0
Wed Jun 05 2019 09:12:10 GMT+0530 (India Standard Time),,,Former Employee ,Great Work place,,0,,,,4.0,5.0,5.0,4.0,4.0,3.0
Mon Jun 03 2019 22:49:35 GMT+0530 (India Standard Time),,,Former Employee ,Best,,0,,,,5.0,,,,,
Mon Jun 03 2019 16:27:18 GMT+0530 (India Standard Time), Vmware Administrator,Bangalore,Current Employee ,VMware Admin,,0,,,,4.0,,,,,
Tue Jun 04 2019 04:42:59 GMT+0530 (India Standard Time), Delivery,Chennai,Former Employee ,Good,,0,,,,4.0,4.0,3.0,2.0,2.0,1.0
Tue Jun 04 2019 05:15:31 GMT+0530 (India Standard Time), Associate Systems Engineer,Bangalore,Current Employee ,Associate System Engineer,,0,,,,4.0,5.0,5.0,4.0,3.0,4.0
Tue Jun 04 2019 05:51:50 GMT+0530 (India Standard Time), Operations Analyst,Pune,Current Employee ,Good,,0,,,,4.0,3.0,2.0,3.0,3.0,3.0
Tue Jun 04 2019 06:54:36 GMT+0530 (India Standard Time), Test Specialist,Bangalore,Current Employee ,Test Specialist,,0,,,,4.0,5.0,4.0,4.0,2.0,4.0
Tue Jun 04 2019 09:58:39 GMT+0530 (India Standard Time), Associate Systems Engineer,,Current Employee ,IBM associate system engineer,,0,,,,4.0,5.0,5.0,4.0,3.0,4.0
Mon Jun 17 2019 22:58:09 GMT+0530 (India Standard Time),,,Current Employee ,working experience,,0,,,,3.0,4.0,2.0,3.0,5.0,1.0
Sun Jun 02 2019 10:36:09 GMT+0530 (India Standard Time), Software Asset Analyst,Pune,Current Employee ,A good company,,0,,,,5.0,5.0,5.0,4.0,4.0,5.0
Sun Jun 02 2019 10:44:44 GMT+0530 (India Standard Time),,,Current Employee ,Engineer,,0,,,,5.0,3.0,5.0,5.0,4.0,3.0
Sun Jun 02 2019 20:59:06 GMT+0530 (India Standard Time),,,Current Employee ,Automation Test Specialist,,0,,,,5.0,,,,,
Mon Jun 03 2019 03:25:06 GMT+0530 (India Standard Time),,,Current Employee ,Advisory system analyst,,0,,,,5.0,5.0,5.0,5.0,,
Mon Jun 03 2019 07:31:15 GMT+0530 (India Standard Time), Senior Tester,Calcutta,Current Employee ,excellent,,0,,,,5.0,5.0,4.0,5.0,5.0,4.0
Tue Jun 18 2019 07:45:20 GMT+0530 (India Standard Time),,,Current Employee ,Devops Engineer,,0,,,,2.0,3.0,1.0,2.0,2.0,1.0
Mon Jun 03 2019 00:20:52 GMT+0530 (India Standard Time), Advisory Consultant,,Current Employee ,Package Solution Consultant,,0,,,,4.0,3.0,4.0,4.0,4.0,2.0
Mon Jun 03 2019 02:03:18 GMT+0530 (India Standard Time), Architect,Bangalore,Current Employee ,Good Place to work,,0,,,,4.0,4.0,4.0,3.0,3.0,3.0
Mon Jun 03 2019 05:44:07 GMT+0530 (India Standard Time), Senior Technical Solutions Architect,Bangalore,Current Employee ,Client Technical Solution - Digital Workplace - India Lead,,0,,,,4.0,5.0,5.0,4.0,2.0,4.0
Mon Jun 03 2019 07:26:12 GMT+0530 (India Standard Time), Audit and Compliance Lead,"Gurgaon, Haryana",Current Employee ,Audit and compliance Lead,,0,,,,4.0,,,,,
Sun Jun 16 2019 12:10:43 GMT+0530 (India Standard Time),,,Current Employee ,Test specialist,,0,,,,3.0,3.0,3.0,3.0,3.0,3.0
Mon Jun 17 2019 06:03:07 GMT+0530 (India Standard Time), Senior Software Engineer,Airoli,Current Employee ,Not Recommended,,0,,,,3.0,3.0,4.0,4.0,3.0,2.0
Mon Jun 17 2019 07:38:59 GMT+0530 (India Standard Time),,,Current Employee ,Good for experienced person,,0,,,,3.0,5.0,5.0,3.0,4.0,5.0
Mon Jun 17 2019 09:19:48 GMT+0530 (India Standard Time),,,Former Employee ,NOT BAD,,0,,,,3.0,,,,,
Sat Jun 01 2019 11:06:17 GMT+0530 (India Standard Time),,,Former Employee ,Best company to work witj,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sat Jun 01 2019 22:56:43 GMT+0530 (India Standard Time), Senior Security Analyst,Bangalore,Former Employee ,Good stable work place,,0,,,,5.0,4.0,4.0,3.0,4.0,4.0
Sun Jun 02 2019 04:13:10 GMT+0530 (India Standard Time),,,Former Employee ,Manager,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sun Jun 02 2019 05:42:15 GMT+0530 (India Standard Time), IT Project Manager,Bangalore Rural,Current Employee ,Good place to work,,0,,,,5.0,3.0,3.0,5.0,2.0,2.0
Sat Jun 01 2019 11:03:35 GMT+0530 (India Standard Time),,,Current Employee ,Review,,0,,,,4.0,5.0,5.0,4.0,3.0,4.0
Sat Jun 01 2019 18:16:03 GMT+0530 (India Standard Time), Senior Consultant,Bangalore,Former Employee ,Good Company,,0,,,,4.0,3.0,4.0,4.0,3.0,3.0
Sun Jun 02 2019 05:07:29 GMT+0530 (India Standard Time), Senior Manager,Bangalore,Current Employee ,Senior manager,,0,,,,4.0,3.0,5.0,4.0,3.0,4.0
Sun Jun 02 2019 09:50:47 GMT+0530 (India Standard Time), Staff Software Engineer,Pune,Current Employee ,12 years with ibm,,0,,,,4.0,5.0,3.0,3.0,3.0,3.0
Sat Jun 15 2019 11:31:06 GMT+0530 (India Standard Time), Business Analyst,"Gurgaon, Haryana",Current Employee ,Business Analyst,,0,,,,3.0,2.0,3.0,3.0,3.0,3.0
Sat Jun 01 2019 01:57:17 GMT+0530 (India Standard Time), Systems Analyst,Calcutta,Former Employee ,ok,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sat Jun 01 2019 03:38:56 GMT+0530 (India Standard Time),,,Former Employee ,Associate,,0,,,,5.0,4.0,4.0,5.0,4.0,4.0
Sat Jun 01 2019 08:21:45 GMT+0530 (India Standard Time), IT Consultant,Bangalore,Former Employee ,Consultant,,0,,,,5.0,,,,,
Sat Jun 01 2019 09:14:30 GMT+0530 (India Standard Time), Software Developer,Bangalore,Current Employee ,Good For Fresher,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sat Jun 15 2019 22:24:08 GMT+0530 (India Standard Time), Server Support Specialist,Noida,Current Employee ,No promotion no Salary increment,,0,,,,2.0,1.0,5.0,4.0,3.0,1.0
Sat Jun 01 2019 00:51:55 GMT+0530 (India Standard Time),,,Former Employee ,Environment,,0,,,,4.0,4.0,4.0,3.0,3.0,3.0
Sat Jun 01 2019 05:21:34 GMT+0530 (India Standard Time),,,Former Employee ,Very good,,0,,,,4.0,4.0,5.0,2.0,2.0,3.0
Fri Jun 14 2019 10:10:02 GMT+0530 (India Standard Time),,,Current Employee ,overall good,,0,,,,3.0,,,,,
Thu May 30 2019 10:23:17 GMT+0530 (India Standard Time),,,Former Employee ,Working at IBM,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Thu May 30 2019 17:24:38 GMT+0530 (India Standard Time), Product Support Engineer,Hyderābād,Former Employee ,Nice place to work,,0,,,,5.0,5.0,5.0,5.0,3.0,
Fri May 31 2019 03:09:39 GMT+0530 (India Standard Time), Senior Applications Developer,"Gurgaon, Haryana",Current Employee ,Good company to work for,,0,,,,5.0,5.0,5.0,5.0,1.0,5.0
Fri May 31 2019 04:31:20 GMT+0530 (India Standard Time),,,Current Employee ,Employee Friendly,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Fri May 31 2019 05:14:41 GMT+0530 (India Standard Time),,,Current Employee ,Excellent place,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Fri May 31 2019 09:48:20 GMT+0530 (India Standard Time),,,Current Employee ,Financial analyst,,0,,,,5.0,5.0,5.0,3.0,3.0,4.0
Thu May 30 2019 16:16:59 GMT+0530 (India Standard Time),,,Current Employee ,Good flexiblility,,0,,,,4.0,4.0,4.0,4.0,3.0,3.0
Thu May 30 2019 19:34:25 GMT+0530 (India Standard Time),,,Former Employee ,Great professional ethics,,0,,,,4.0,5.0,5.0,5.0,4.0,4.0
Fri May 31 2019 00:15:26 GMT+0530 (India Standard Time), Security Delivery Specialist,"Gurgaon, Haryana",Current Employee ,Good Company,,0,,,,4.0,3.0,5.0,4.0,3.0,3.0
Fri May 31 2019 07:55:48 GMT+0530 (India Standard Time), Capacity Analyst,Hyderābād,Current Employee ,Capacity Analyst,,0,,,,4.0,3.0,3.0,5.0,2.0,2.0
Thu Jun 13 2019 13:05:48 GMT+0530 (India Standard Time), Service Delivery Specialist,Bangalore,Former Employee ,Service Delivery Specialist,,0,,,,3.0,,,,,
Fri Jun 14 2019 01:18:57 GMT+0530 (India Standard Time), Associate Systems Engineer,Bangalore,Current Employee ,Associate System Engineer,,0,,,,3.0,,,,,
Wed May 29 2019 10:28:27 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Associate System Engineer,,0,,,,5.0,5.0,5.0,4.0,4.0,4.0
Wed May 29 2019 12:03:31 GMT+0530 (India Standard Time),,,Current Employee ,"Learning great, agile environment",,0,,,,4.0,4.0,4.0,2.0,2.0,2.0
Wed May 29 2019 23:15:47 GMT+0530 (India Standard Time),,,Current Employee ,Good,,0,,,,4.0,,,,,
Thu May 30 2019 07:24:43 GMT+0530 (India Standard Time), Senior Test Specialist,Chennai,Current Employee ,Very flexible to work,,0,,,,4.0,5.0,5.0,4.0,1.0,1.0
Wed Jun 12 2019 23:36:06 GMT+0530 (India Standard Time),,,Former Employee ,Good experience,,0,,,,3.0,1.0,2.0,1.0,2.0,1.0
Thu Jun 13 2019 02:12:16 GMT+0530 (India Standard Time),,,Current Employee ,NA,,0,,,,3.0,3.0,1.0,2.0,1.0,1.0
Thu Jun 13 2019 04:05:50 GMT+0530 (India Standard Time), Advisory Systems Analyst,Bangalore,Current Employee ,Good but not best,,0,,,,3.0,3.0,5.0,3.0,3.0,2.0
Thu Jun 13 2019 07:59:05 GMT+0530 (India Standard Time), Strategy Consultant,Bangalore,Current Employee ,OK,,0,,,,3.0,4.0,4.0,3.0,4.0,3.0
Tue May 28 2019 11:37:07 GMT+0530 (India Standard Time), Head of Communications,,Former Employee ,Great place to work,,0,,,,5.0,5.0,5.0,5.0,4.0,5.0
Tue May 28 2019 21:28:45 GMT+0530 (India Standard Time),,,Current Employee ,System Engineer,,0,,,,5.0,4.0,3.0,4.0,4.0,4.0
Wed May 29 2019 00:40:30 GMT+0530 (India Standard Time), Configuration Engineer,Hyderābād,Current Employee ,Great Experience,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Wed May 29 2019 07:03:55 GMT+0530 (India Standard Time), Oracle Database Administrator,Pune,Current Employee ,Nice Company to Work,,0,,,,5.0,5.0,5.0,,,
Wed Jun 12 2019 16:23:44 GMT+0530 (India Standard Time), SOC Analyst,Bangalore,Current Employee ,Soc analyst,,0,,,,2.0,1.0,1.0,2.0,2.0,1.0
Tue May 28 2019 23:24:10 GMT+0530 (India Standard Time),,,Former Employee ,Senior Test Specialist,,0,,,,4.0,,,,,
Wed May 29 2019 00:13:23 GMT+0530 (India Standard Time),,,Current Employee ,Oracle Consultant,,0,,,,4.0,5.0,5.0,4.0,1.0,4.0
Wed May 29 2019 02:09:46 GMT+0530 (India Standard Time), Senior Operations Professional,Pune,Former Employee ,IT,,0,,,,4.0,4.0,4.0,4.0,3.0,4.0
Wed May 29 2019 05:42:14 GMT+0530 (India Standard Time), Associate Software Engineer,Bangalore,Former Employee ,Good experience,,0,,,,4.0,4.0,4.0,4.0,4.0,4.0
Wed May 29 2019 06:50:57 GMT+0530 (India Standard Time),,,Former Employee ,good work environment,,0,,,,4.0,4.0,4.0,3.0,3.0,3.0
Wed May 29 2019 09:25:07 GMT+0530 (India Standard Time), Senior Linux Administrator,Bangalore,Former Employee ,Good to learn process,,0,,,,4.0,3.0,4.0,4.0,2.0,3.0
Tue Jun 11 2019 10:54:40 GMT+0530 (India Standard Time),,,Current Employee ,Good work life balance,,0,,,,3.0,5.0,5.0,3.0,3.0,3.0
Tue Jun 11 2019 16:31:19 GMT+0530 (India Standard Time), Applications Developer,,Current Employee ,Politics is very much and broken management process,,0,,,,3.0,4.0,1.0,3.0,3.0,1.0
Tue Jun 11 2019 22:57:51 GMT+0530 (India Standard Time), Team Lead,Chennai,Former Employee ,Team Lead - Finance & Delivery,,0,,,,3.0,,,,,
Wed Jun 12 2019 00:35:47 GMT+0530 (India Standard Time), Technical Lead,Bangalore,Current Employee ,Average company to work,,0,,,,3.0,3.0,4.0,2.0,2.0,2.0
Wed Jun 12 2019 02:39:25 GMT+0530 (India Standard Time),,,Current Employee ,Good work life balance with very less hike,,0,,,,3.0,5.0,4.0,4.0,3.0,3.0
Wed Jun 12 2019 02:39:25 GMT+0530 (India Standard Time),,,Current Employee ,Good work life balance with very less hike,,0,,,,3.0,5.0,4.0,4.0,3.0,3.0
Wed Jun 12 2019 08:30:33 GMT+0530 (India Standard Time), Technical Support Representative,"Gurgaon, Haryana",Former Employee ,Competitive,,0,,,,3.0,4.0,4.0,3.0,2.0,3.0
Mon May 27 2019 12:05:55 GMT+0530 (India Standard Time),,,Former Employee ,Very good work life balance,,0,,,,4.0,5.0,5.0,4.0,4.0,4.0
Mon May 27 2019 19:11:00 GMT+0530 (India Standard Time), Software Developer,Bangalore,Former Employee ,Application Developer role,,0,,,,4.0,5.0,4.0,4.0,3.0,3.0
Tue May 28 2019 02:02:15 GMT+0530 (India Standard Time),,,Current Employee ,Application Developer,,0,,,,4.0,5.0,5.0,4.0,3.0,3.0
Tue May 28 2019 04:09:19 GMT+0530 (India Standard Time), Advisory Systems Analyst,Bangalore,Current Employee ,Work from home,,0,,,,4.0,4.0,5.0,4.0,3.0,4.0
Tue May 28 2019 04:57:16 GMT+0530 (India Standard Time),,Pune,Current Employee ,Service delivery,,0,,,,4.0,5.0,4.0,4.0,2.0,4.0
Tue May 28 2019 06:28:41 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Former Employee ,Service Delivery,,0,,,,4.0,4.0,4.0,5.0,4.0,2.0
Mon Jun 10 2019 23:37:56 GMT+0530 (India Standard Time),,,Current Employee ,People Manager,,0,,,,3.0,,,,,
Tue Jun 11 2019 07:22:16 GMT+0530 (India Standard Time),,Pune,Current Employee ,Application Developer,,0,,,,3.0,5.0,4.0,3.0,3.0,3.0
Sun May 26 2019 22:55:39 GMT+0530 (India Standard Time),,,Current Employee ,SAP ABAP consultant,,0,,,,5.0,5.0,3.0,4.0,3.0,4.0
Mon May 27 2019 03:51:24 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,"Great company to work , and flexible work hours...",,0,,,,5.0,5.0,5.0,5.0,3.0,5.0
Mon Jun 10 2019 22:40:38 GMT+0530 (India Standard Time), Data Scientist,Bangalore,Current Employee ,Data Scientist,,0,,,,2.0,5.0,2.0,3.0,2.0,2.0
Sun May 26 2019 10:12:30 GMT+0530 (India Standard Time),,,Current Employee ,Application Developer,,0,,,,4.0,4.0,4.0,5.0,3.0,3.0
Sun May 26 2019 12:05:11 GMT+0530 (India Standard Time),,,Current Employee ,Good for fresher's and seniors,,0,,,,4.0,4.0,4.0,4.0,3.0,4.0
Sun May 26 2019 14:22:05 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Current Employee ,Business Manager- North,,0,,,,4.0,5.0,4.0,4.0,3.0,3.0
Sun May 26 2019 21:26:46 GMT+0530 (India Standard Time),,,Current Employee ,best,,0,,,,4.0,,,,,
Sun May 26 2019 21:56:20 GMT+0530 (India Standard Time),,,Former Employee ,IBM is a Good Company to grow your career and for long term opportunity,,0,,,,4.0,4.0,4.0,4.0,3.0,3.0
Sun May 26 2019 22:10:50 GMT+0530 (India Standard Time), Security Consultant,"Gurgaon, Haryana",Current Employee ,Security consultant,,0,,,,4.0,3.0,3.0,3.0,3.0,3.0
Mon May 27 2019 00:27:49 GMT+0530 (India Standard Time), Project Manager,"Gurgaon, Haryana",Current Employee ,Good Place to Work,,0,,,,4.0,4.0,3.0,2.0,2.0,2.0
Mon May 27 2019 03:23:41 GMT+0530 (India Standard Time),,,Current Employee ,Technical Leader,,0,,,,4.0,4.0,3.0,4.0,3.0,3.0
Mon May 27 2019 07:56:47 GMT+0530 (India Standard Time), Senior Manager,"Gurgaon, Haryana",Current Employee ,Manager,,0,,,,4.0,4.0,5.0,4.0,3.0,4.0
Sun Jun 09 2019 22:39:09 GMT+0530 (India Standard Time), Quality Assurance Engineer,Bangalore,Current Employee ,Working experience in IBM,,0,,,,3.0,4.0,5.0,4.0,3.0,2.0
Sat May 25 2019 22:52:06 GMT+0530 (India Standard Time),,,Current Employee ,want to work for the growth of organisation,,0,,,,5.0,,,,,
Sun Jun 09 2019 20:33:30 GMT+0530 (India Standard Time), Technical Support Engineer,"Gurgaon, Haryana",Former Employee ,GOOD FOR COLLEGE PASS OUT,,0,,,,2.0,1.0,1.0,1.0,2.0,5.0
Mon Jun 10 2019 03:42:30 GMT+0530 (India Standard Time),,,Current Employee ,Helpdesk Analyst,,0,,,,2.0,2.0,,,,
Sun May 26 2019 08:01:40 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Procurement Specialist,,0,,,,4.0,5.0,4.0,4.0,4.0,4.0
Sun May 26 2019 08:33:37 GMT+0530 (India Standard Time), Finance and ACCOUNTS Executive,Bangalore,Current Employee ,Leading software company,,0,,,,4.0,3.0,4.0,3.0,3.0,3.0
Sun May 26 2019 08:57:11 GMT+0530 (India Standard Time),,,Former Employee ,Good company with work life balance,,0,,,,4.0,,,,,
Sun Jun 09 2019 01:36:58 GMT+0530 (India Standard Time), Technical Service Specialist,Bangalore,Current Employee ,Just OK,,0,,,,3.0,4.0,3.0,2.0,3.0,2.0
Fri May 24 2019 19:53:32 GMT+0530 (India Standard Time),,,Current Employee ,Very good company,,0,,,,4.0,4.0,5.0,5.0,4.0,5.0
Sat May 25 2019 09:47:24 GMT+0530 (India Standard Time),,,Former Employee ,Awesome,,0,,,,4.0,,,,,
Sat Jun 08 2019 03:17:35 GMT+0530 (India Standard Time), Research Data Analyst,"Gurgaon, Haryana",Former Employee ,Data Research Analyst,,0,,,,3.0,3.0,3.0,3.0,3.0,3.0
Sat Jun 08 2019 03:40:45 GMT+0530 (India Standard Time),,,Current Employee ,Good work life balance,,0,,,,3.0,4.0,3.0,3.0,,
Sat Jun 08 2019 06:04:40 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,Two years of working with IBM,,0,,,,3.0,4.0,4.0,3.0,2.0,2.0
Thu May 23 2019 10:09:04 GMT+0530 (India Standard Time), Senior Systems Analyst,Pune,Current Employee ,IBM Company,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Fri May 24 2019 00:09:39 GMT+0530 (India Standard Time),,Chennai,Current Employee ,Nice place to work,,0,,,,5.0,5.0,5.0,5.0,4.0,5.0
Fri May 24 2019 01:49:24 GMT+0530 (India Standard Time),,,Current Employee ,Senior system engineer,,0,,,,5.0,,,,,
Fri May 24 2019 02:30:46 GMT+0530 (India Standard Time), Systems Engineer,,Current Employee ,IBM India,,0,,,,5.0,4.0,4.0,3.0,2.0,4.0
Fri May 24 2019 07:57:48 GMT+0530 (India Standard Time), Technical Support Associate,Bangalore,Current Employee ,Great and friendly work environment,,0,,,,5.0,4.0,5.0,5.0,3.0,3.0
Thu May 23 2019 22:21:25 GMT+0530 (India Standard Time), Software Test Specialist,Bangalore,Former Employee ,Very good,,0,,,,4.0,4.0,4.0,3.0,3.0,3.0
Fri May 24 2019 04:53:53 GMT+0530 (India Standard Time),,,Current Employee ,Service delivery specialist,,0,,,,4.0,4.0,4.0,3.0,1.0,4.0
Fri May 24 2019 09:46:27 GMT+0530 (India Standard Time), Project Manager,Hyderābād,Former Employee ,Great flexibility but salary is very less compared to market,,0,,,,4.0,4.0,3.0,4.0,1.0,3.0
Fri Jun 07 2019 09:31:28 GMT+0530 (India Standard Time),,Mumbai,Current Employee ,Delivery Manager,,0,,,,3.0,3.0,3.0,3.0,3.0,3.0
Fri Jun 07 2019 09:58:25 GMT+0530 (India Standard Time), Manager,Bangalore,Current Employee ,Growth less,,0,,,,3.0,5.0,3.0,3.0,2.0,3.0
Wed May 22 2019 11:40:32 GMT+0530 (India Standard Time), Consultant,Bangalore,Current Employee ,.,,0,,,,5.0,,,,,
Wed May 22 2019 22:56:36 GMT+0530 (India Standard Time), AIX Administrator,"Gurgaon, Haryana",Current Employee ,AIX Administrator,,0,,,,5.0,4.0,4.0,3.0,4.0,4.0
Thu May 23 2019 07:38:53 GMT+0530 (India Standard Time),,,Current Employee ,assistant manager,,0,,,,5.0,4.0,4.0,4.0,4.0,4.0
Wed May 22 2019 15:18:52 GMT+0530 (India Standard Time), SAP SD Consultant,Chennai,Former Employee ,worked as SAP SD Consultant for IBM India,,0,,,,4.0,,,,,
Wed May 22 2019 22:32:45 GMT+0530 (India Standard Time), Associate Systems Engineer,"Gurgaon, Haryana",Current Employee ,associate system engineer,,0,,,,4.0,5.0,4.0,4.0,3.0,
